T,ovoposition,adult_mortality,aquatic_mortality,aquatic_transition,extrinsic_encubation
-1.8,70.28919306099579,1.172762535888633,2.8920349780042476,-3.31458678865469,-0.13166666666666668
-1.7,69.33704006439687,1.1533598861713956,2.846153569170869,-3.261940726802945,-0.13083333333333333
-1.5999999999999999,68.39321516318135,1.134202907622643,2.80080794322999,-3.2099081086104584,-0.13
-1.4999999999999998,67.4576847599103,1.1152895515506507,2.7559940454306315,-3.1584842104682975,-0.12916666666666665
-1.3999999999999997,66.53041525714478,1.0966177776891797,2.7117078360626077,-3.10766432656721,-0.12833333333333333
-1.2999999999999996,65.61137305744589,1.0781855541974763,2.6679452904565246,-3.0574437688976244,-0.1275
-1.1999999999999995,64.7005245633747,1.0599908576602728,2.624702398983781,-3.00781786724965,-0.12666666666666665
-1.0999999999999994,63.797836177492314,1.0420316730877874,2.5819751670565694,-2.958781969213077,-0.12583333333333332
-0.9999999999999993,62.903274302359776,1.0243059939157235,2.539759615127873,-2.9103314401773757,-0.125
-0.8999999999999992,62.01680534053819,1.0068118220052709,2.4980517786914684,-2.8624616633316977,-0.12416666666666665
-0.7999999999999992,61.13839569458864,0.989547167643104,2.456847708281925,-2.8151680396648757,-0.12333333333333332
-0.6999999999999991,60.26801176707218,0.972510049541384,2.416143469474604,-2.7684459879654213,-0.1225
-0.599999999999999,59.40561996054991,0.9556984948377572,2.37593514288566,-2.722290944821529,-0.12166666666666666
-0.4999999999999989,58.551186677582905,0.9391105390953555,2.33621882417204,-2.6766983646210725,-0.12083333333333332
-0.3999999999999988,57.70467832073225,0.9227442263027967,2.2969906240314826,-2.631663719551607,-0.12
-0.2999999999999987,56.86606129255902,0.9065976088741845,2.2582466682025206,-2.587182499600367,-0.11916666666666667
-0.19999999999999862,56.03530199562429,0.890668747649108,2.219983097464478,-2.5432502125542706,-0.11833333333333332
-0.09999999999999853,55.212366832489145,0.8749557118926418,2.182196067637471,-2.4998623839999135,-0.11749999999999998
1.5543122344752192e-15,54.39722220571466,0.8594565792953466,2.1448817495824106,-2.4570145573235735,-0.11666666666666664
0.10000000000000164,53.58983451786193,0.8441694359732685,2.108036329200998,-2.4147022937112093,-0.11583333333333332
0.20000000000000173,52.79017017149202,0.8290923764679394,2.0716560074357275,-2.3729211721484598,-0.11499999999999998
0.3000000000000018,51.998195569166015,0.8142235037463771,2.0357370002698874,-2.3316667894206446,-0.11416666666666664
0.4000000000000019,51.213877113444994,0.7995609292010846,2.000275538727556,-2.2909347601127648,-0.11333333333333333
0.500000000000002,50.43718120689004,0.7851027726500508,1.9652678688736072,-2.250720716609501,-0.11249999999999999
0.6000000000000021,49.668074252062226,0.7708471623367505,1.9307102518137045,-2.2110203090952147,-0.11166666666666665
0.7000000000000022,48.906522651522636,0.7567922349301441,1.896598963694306,-2.1718292055539496,-0.11083333333333331
0.8000000000000023,48.15249280783235,0.7429361355246774,1.862930295702661,-2.133143091769428,-0.10999999999999997
0.9000000000000024,47.405951123552455,0.7292770176402822,1.8297005540668128,-2.094957671325055,-0.10916666666666665
1.0000000000000024,46.666864001244015,0.7158130432223757,1.7969060600555957,-2.057268665603914,-0.10833333333333332
1.1000000000000025,45.935197843468124,0.7025423826418613,1.7645431499786377,-2.0200718137887708,-0.10749999999999997
1.2000000000000026,45.210919052785854,0.6894632146951274,1.7326081751863587,-1.9833628728620718,-0.10666666666666665
1.3000000000000027,44.49399403175829,0.6765737266040486,1.7010975020699715,-1.9471376176059434,-0.10583333333333332
1.4000000000000028,43.784389182946505,0.663872114015985,1.6700075120614812,-1.911391840602193,-0.10499999999999998
1.5000000000000029,43.08207090891159,0.6513565810037825,1.6393346016336858,-1.8761213522323092,-0.10416666666666663
1.600000000000003,42.38700561221461,0.6390253400657724,1.6090751823001757,-1.8413219806774606,-0.1033333333333333
1.700000000000003,41.69915969541666,0.626876612125772,1.5792256806153333,-1.8069895719184967,-0.10249999999999998
1.8000000000000032,41.01849956107881,0.614908626533084,1.5497825381743344,-1.7731199897359478,-0.10166666666666664
1.9000000000000032,40.34499161176215,0.6031196210624972,1.5207422116131468,-1.739709115710025,-0.1008333333333333
2.0000000000000036,39.67860225002774,0.5915078419142856,1.492101172608531,-1.7067528492206196,-0.09999999999999996
2.100000000000003,39.01929787843668,0.5800715437142094,1.4638559078780404,-1.6742471074473046,-0.09916666666666664
2.2000000000000037,38.36704489955004,0.5688089895135139,1.4360029191800203,-1.6421878253693325,-0.0983333333333333
2.3000000000000034,37.721809715928906,0.5577184507889306,1.408538723313609,-1.6105709557656374,-0.09749999999999996
2.400000000000004,37.08355873013435,0.5467982074426763,1.3814598521187373,-1.5793924692148331,-0.09666666666666664
2.5000000000000044,36.452258344727454,0.5360465478024538,1.3547628524761282,-1.5486483540952158,-0.0958333333333333
2.600000000000004,35.82787496226931,0.5254617686214514,1.328444286307298,-1.5183346165847604,-0.09499999999999996
2.7000000000000037,35.210374985320996,0.5150421750783432,1.3025007305745546,-1.4884472806611244,-0.09416666666666665
2.8000000000000043,34.59972481644357,0.5047860807772888,1.276928777280999,-1.458982388101644,-0.0933333333333333
2.900000000000005,33.99589085819812,0.49469180774793364,1.2517250334705248,-1.4299359984833375,-0.09249999999999996
3.0000000000000044,33.398839513145745,0.4847576864454089,1.2268861212278184,-1.4013041891829041,-0.09166666666666665
3.100000000000004,32.808537183847506,0.4749820557503313,1.2024086776783576,-1.3730830553767228,-0.0908333333333333
3.2000000000000046,32.22495027286449,0.46536326296880326,1.178289354988414,-1.3452687100408534,-0.08999999999999996
3.300000000000005,31.64804518275777,0.4558996638324129,1.1545248203650509,-1.3178572839510365,-0.08916666666666663
3.400000000000005,31.07778831608844,0.4465896224982342,1.1311117560561255,-1.2908449256826948,-0.08833333333333328
3.5000000000000044,30.51414607541757,0.4374315115488267,1.1080468593502855,-1.2642278016109292,-0.08749999999999997
3.600000000000005,29.957084863306235,0.42842371199223533,1.0853268425769724,-1.2380020959105222,-0.08666666666666663
3.7000000000000055,29.40657108231553,0.4195646132619911,1.0629484331064203,-1.2121640105559386,-0.08583333333333328
3.800000000000005,28.862571135006522,0.4108526132171109,1.040908373349656,-1.186709765321322,-0.08499999999999996
3.900000000000005,28.325051423940298,0.40228611814209664,1.019203420758498,-1.1616355977804977,-0.08416666666666661
4.000000000000005,27.79397835167793,0.39386354274693636,0.9978303478255577,-1.1369377633069706,-0.08333333333333329
4.100000000000006,27.2693183207805,0.3855833101671036,0.9767859420842393,-1.1126125350739275,-0.08249999999999996
4.2000000000000055,26.7510377338091,0.3774438519635579,0.9560670061087397,-1.0886562040542358,-0.08166666666666661
4.300000000000005,26.239102993324803,0.36944360812274424,0.9356703575140481,-1.065065079020443,-0.0808333333333333
4.400000000000006,25.733480501888675,0.361581027056593,0.9155928289559454,-1.0418354865447768,-0.07999999999999996
4.500000000000006,25.234136662061815,0.3538545656025208,0.895831268131007,-1.0189637709991475,-0.07916666666666661
4.600000000000006,24.74103787640529,0.3462626890234298,0.876382537776599,-0.996446294555144,-0.0783333333333333
4.7000000000000055,24.254150547480194,0.3388038710077077,0.8572435156708813,-0.9742794371840378,-0.07749999999999996
4.800000000000006,23.773441077847586,0.33147659366922777,0.8384110946328052,-0.9524595966567788,-0.07666666666666662
4.900000000000007,23.298875870068567,0.3242793475473492,0.8198821825221154,-0.9309831885439999,-0.07583333333333328
5.000000000000006,22.830421326704204,0.31721063160691687,0.8016537022393493,-0.9098466462160135,-0.07499999999999994
5.100000000000006,22.368043850315587,0.3102689532382613,0.7837225917258359,-0.889046420842813,-0.07416666666666662
5.200000000000006,21.911709843463782,0.30345282825719855,0.7660858039636977,-0.8685789813940727,-0.07333333333333328
5.300000000000007,21.461385708709876,0.29676078090503055,0.7487403069758491,-0.8484408146391464,-0.07249999999999994
5.400000000000007,21.01703784861496,0.29019134384854484,0.7316830838259976,-0.8286284251470706,-0.07166666666666661
5.500000000000006,20.578632665740095,0.28374305818001466,0.714911132618643,-0.8091383352865609,-0.07083333333333328
5.600000000000007,20.146136562646376,0.2774144734171988,0.6984214664990773,-0.7899670852260139,-0.06999999999999994
5.700000000000007,19.719515941894862,0.2712041475033421,0.6822111136533855,-0.7711112329335073,-0.06916666666666661
5.800000000000007,19.298737206046667,0.2651106468071748,0.6662771173084454,-0.7525673541768003,-0.06833333333333326
5.900000000000007,18.883766757662848,0.2591325461229129,0.6506165357319267,-0.7343320425233306,-0.06749999999999995
6.000000000000007,18.474570999304476,0.2532684286702578,0.6352264422322915,-0.7164019093402176,-0.06666666666666661
6.100000000000008,18.07111633353265,0.24751688609439704,0.6201039251587952,-0.6987735837942624,-0.06583333333333327
6.200000000000007,17.673369162908443,0.2418765184660039,0.6052460879014858,-0.6814437128519462,-0.06499999999999993
6.300000000000007,17.28129588999294,0.23634593428123674,0.5906500488912032,-0.6644089612794302,-0.06416666666666661
6.400000000000007,16.894862917347204,0.23092375046174018,0.5763129415995802,-0.6476660116425568,-0.06333333333333328
6.500000000000008,16.51403664753233,0.22560859235464392,0.5622319145390411,-0.6312115643068492,-0.06249999999999993
6.600000000000008,16.1387834831094,0.2203990937325645,0.5484041312628052,-0.6150423374375116,-0.061666666666666606
6.700000000000007,15.769069826639488,0.21529389679360267,0.5348267703648824,-0.5991550669994281,-0.060833333333333274
6.800000000000009,15.404862080683664,0.21029165216134582,0.521497025480075,-0.5835465067571639,-0.05999999999999993
6.900000000000008,15.046126647803028,0.20539101888486688,0.508412105283979,-0.5682134282749651,-0.0591666666666666
7.000000000000008,14.692829930558652,0.20059066443872442,0.4955692334929829,-0.5531526209167585,-0.058333333333333265
7.100000000000008,14.344938331511607,0.19588926472296253,0.4829656488642662,-0.5383608918461509,-0.05749999999999993
7.200000000000007,14.002418253222977,0.19128550406311096,0.47059860519580266,-0.5238350660264306,-0.05666666666666661
7.300000000000009,13.665236098253857,0.18677807521018563,0.4584653713263578,-0.5095719862205659,-0.05583333333333326
7.400000000000008,13.33335826916531,0.18236567934068737,0.4465632311354899,-0.4955685129912071,-0.05499999999999993
7.500000000000008,13.00675116851842,0.1780470260566036,0.4348894835435497,-0.48182152470068385,-0.0541666666666666
7.600000000000009,12.68538119887426,0.17382083338540666,0.4234414425116806,-0.46832791751100644,-0.053333333333333253
7.700000000000009,12.369214762793924,0.16968582778005525,0.41221643704181843,-0.4550846053838673,-0.05249999999999992
7.800000000000009,12.058218262838494,0.16564074411899277,0.4012118111766916,-0.44208852008063815,-0.0516666666666666
7.900000000000008,11.75235810156903,0.16168432570614932,0.39042492399982054,-0.42933661116237154,-0.050833333333333265
8.000000000000007,11.45160068154663,0.15781532427094025,0.3798531496355202,-0.416825845989802,-0.04999999999999994
8.100000000000009,11.155912405332359,0.1540324999682665,0.36949387724889515,-0.40455320972334263,-0.049166666666666595
8.200000000000008,10.865259675487309,0.15033462137851494,0.35934451104584464,-0.39251570532308966,-0.04833333333333326
8.300000000000008,10.579608894572566,0.14672046550755813,0.3494024702730596,-0.3807103535488179,-0.04749999999999993
8.40000000000001,10.298926465149187,0.14318881778675385,0.3396651892180247,-0.36913419295998384,-0.04666666666666659
8.500000000000009,10.023178789778264,0.1397384720729462,0.3301301172090152,-0.35778427991572537,-0.04583333333333326
8.600000000000009,9.75233227102089,0.13636823064846437,0.32079471861509967,-0.34665768857485935,-0.04499999999999993
8.700000000000008,9.486353311438116,0.13307690422112384,0.3116564728461402,-0.33575151089588484,-0.0441666666666666
8.800000000000008,9.225208313591047,0.12986331192422573,0.3027128743527907,-0.32506285663698087,-0.043333333333333265
8.90000000000001,8.968863680040748,0.12672628131655583,0.29396143262649765,-0.31458885335600684,-0.04249999999999992
