date,daily_precipitation-mm,temp_max-celsius,temp_min-celsius,temp_mean-celsius,mean_relative_humidity-%,mean_wind_speed-m_per_s
12/7/2011,0.0,29.5,21.9,25.2,84.5,1.1
12/8/2011,10.2,30.5,21.0,24.0,88.1,1.4
12/9/2011,0.4,31.0,19.8,24.3,83.3,1.2
12/10/2011,0.0,32.6,19.7,25.5,73.8,1.0
12/11/2011,0.0,33.1,19.7,25.9,76.2,1.2
12/12/2011,0.0,34.6,21.1,27.3,74.7,1.7
12/13/2011,0.0,33.4,20.9,26.1,60.6,1.4
12/14/2011,0.0,29.8,15.2,23.2,48.7,2.3
12/15/2011,0.0,28.4,15.7,22.4,59.9,2.3
12/16/2011,0.0,29.3,16.3,23.4,60.1,1.8
12/17/2011,0.0,30.0,17.6,24.3,61.4,2.0
12/18/2011,0.0,31.8,16.9,24.7,59.2,1.7
12/19/2011,0.0,34.3,16.3,25.9,54.8,1.5
12/20/2011,0.0,37.0,20.1,28.0,50.0,1.2
12/21/2011,0.0,35.7,20.9,27.6,58.6,1.2
12/22/2011,0.0,34.4,23.0,28.7,67.0,1.9
12/23/2011,0.0,37.2,24.3,30.1,61.9,1.7
12/24/2011,5.8,31.3,22.1,26.4,76.3,1.6
12/25/2011,3.4,29.5,21.7,24.3,88.3,0.8
12/26/2011,0.0,29.8,22.9,25.7,77.1,2.1
12/27/2011,0.0,31.6,22.6,26.5,76.2,1.8
12/28/2011,0.0,36.3,22.5,28.5,66.3,1.3
12/29/2011,0.0,33.2,22.6,26.9,70.2,2.0
12/30/2011,16.4,33.5,22.2,26.5,80.2,2.7
12/31/2011,8.0,34.1,21.9,26.6,68.4,2.5
1/1/2012,0.0,32.8,17.4,25.3,58.9,1.7
1/2/2012,0.0,33.3,18.6,25.6,64.0,1.0
1/3/2012,0.0,34.7,19.4,26.4,57.6,1.1
1/4/2012,0.0,35.0,18.2,26.8,54.0,1.1
1/5/2012,2.0,36.3,19.1,27.0,53.8,1.2
1/6/2012,5.2,35.9,19.9,27.2,57.7,1.9
1/7/2012,6.4,34.6,22.4,27.9,62.8,1.5
1/8/2012,18.4,35.0,24.9,29.1,61.3,1.8
1/9/2012,44.0,34.0,24.0,28.8,63.3,1.7
1/10/2012,0.8,34.3,23.7,28.7,59.6,2.1
1/11/2012,0.0,33.9,25.4,28.8,62.5,2.6
1/12/2012,27.2,31.1,22.4,26.2,78.5,2.7
1/13/2012,22.0,25.1,20.7,22.7,96.2,2.4
1/14/2012,0.0,31.1,20.6,24.7,78.3,1.1
1/15/2012,0.0,32.8,18.8,25.3,68.4,1.0
1/16/2012,0.0,34.3,19.4,26.7,61.7,1.1
1/17/2012,0.0,33.3,20.6,27.0,69.3,1.6
1/18/2012,0.0,33.0,22.9,27.0,70.2,1.8
1/19/2012,0.0,33.3,22.4,27.5,70.5,1.8
1/20/2012,0.0,34.0,24.7,28.7,68.8,1.8
1/21/2012,0.0,33.8,25.1,28.8,68.6,2.3
1/22/2012,0.0,30.5,24.3,26.8,76.9,2.3
1/23/2012,0.0,32.3,23.0,27.0,80.1,1.9
1/24/2012,6.8,28.5,22.8,25.2,89.0,2.1
1/25/2012,0.0,31.6,22.2,26.3,79.6,0.9
1/26/2012,0.0,32.8,20.9,26.1,64.5,1.0
1/27/2012,0.0,31.2,19.8,25.2,65.8,1.4
1/28/2012,0.0,31.4,22.6,26.4,65.8,2.2
1/29/2012,0.0,32.8,21.5,27.5,64.8,1.5
1/30/2012,0.0,34.1,23.0,28.6,63.3,1.5
1/31/2012,0.0,35.9,22.8,28.7,61.0,1.5
2/1/2012,0.0,36.5,24.0,29.2,58.7,1.5
2/2/2012,0.0,35.6,22.6,29.0,61.0,1.5
2/3/2012,0.4,37.0,25.9,30.3,61.2,2.0
2/4/2012,1.2,35.4,25.1,29.1,69.2,1.7
2/5/2012,0.0,38.0,24.9,30.8,59.1,1.8
2/6/2012,0.0,36.1,23.9,30.2,56.1,1.5
2/7/2012,0.0,36.6,24.2,29.6,58.5,1.3
2/8/2012,0.0,36.1,23.2,29.4,62.0,1.9
2/9/2012,2.4,33.6,23.5,27.6,70.5,1.8
2/10/2012,0.0,35.5,22.2,27.0,68.0,1.0
2/11/2012,0.0,34.4,19.1,25.9,51.2,1.4
2/12/2012,0.0,34.8,15.9,25.5,49.8,1.1
2/13/2012,0.0,35.3,18.9,27.8,56.9,1.6
2/14/2012,0.0,34.2,24.2,28.8,62.9,2.0
2/15/2012,0.0,34.6,24.3,28.5,65.2,2.5
2/16/2012,0.0,34.5,23.6,27.8,70.1,1.9
2/17/2012,0.0,35.5,23.8,29.6,65.2,1.7
2/18/2012,0.0,36.3,25.2,30.1,61.8,1.6
2/19/2012,0.0,34.9,23.2,28.2,64.6,1.9
2/20/2012,0.0,34.9,24.1,28.4,66.3,2.3
2/21/2012,2.2,35.2,21.8,27.2,73.4,2.4
2/22/2012,3.2,27.7,21.5,23.9,88.2,1.6
2/23/2012,3.4,28.5,22.0,24.2,91.7,1.6
2/24/2012,14.4,30.6,21.7,24.5,89.6,1.3
2/25/2012,9.0,30.0,21.6,25.1,89.6,2.2
2/26/2012,0.8,32.5,22.9,26.7,82.3,1.6
2/27/2012,1.8,31.7,23.7,26.2,84.7,1.5
2/28/2012,0.0,29.9,23.4,25.8,82.0,2.4
2/29/2012,49.6,33.9,21.4,25.8,82.5,2.5
3/1/2012,2.2,30.6,19.7,23.9,86.6,2.2
3/2/2012,0.0,30.2,17.8,23.0,72.5,1.0
3/3/2012,0.0,34.1,16.8,24.6,68.5,1.0
3/4/2012,0.0,33.6,17.8,25.9,74.9,1.2
3/5/2012,0.0,35.6,23.8,29.2,65.3,1.5
3/6/2012,0.0,35.3,23.3,29.2,65.0,1.4
3/7/2012,0.0,36.0,23.7,29.0,63.7,1.2
3/8/2012,0.0,34.4,20.6,27.2,64.4,1.2
3/9/2012,0.0,34.6,21.3,27.9,64.4,1.2
3/10/2012,0.0,34.0,23.0,28.0,62.1,1.2
3/11/2012,0.0,32.8,23.9,27.8,67.0,1.7
3/12/2012,0.0,34.7,22.9,28.4,67.0,1.5
3/13/2012,0.6,35.0,24.2,28.3,69.3,1.6
3/14/2012,0.0,28.0,21.9,24.8,79.3,1.4
3/15/2012,0.0,31.8,20.4,25.3,69.0,1.0
3/16/2012,0.0,32.1,17.2,25.0,69.2,1.4
3/17/2012,0.0,31.5,22.4,26.7,71.7,1.8
3/18/2012,0.0,32.6,22.4,27.0,64.3,1.8
3/19/2012,0.0,32.8,22.0,26.8,60.6,1.7
3/20/2012,0.0,33.1,19.5,26.3,65.3,1.4
3/21/2012,7.8,32.5,20.9,25.6,77.9,1.3
3/22/2012,18.4,24.8,20.9,22.6,94.9,1.1
3/23/2012,0.2,30.2,18.7,23.5,70.2,1.1
3/24/2012,0.0,29.8,14.3,21.7,63.8,0.8
3/25/2012,0.0,30.7,15.0,22.8,64.8,1.1
3/26/2012,22.6,27.9,17.9,21.2,84.1,1.4
3/27/2012,0.6,25.3,13.2,19.6,74.5,2.0
3/28/2012,0.0,22.8,8.0,15.1,59.5,0.9
3/29/2012,0.0,25.8,9.7,17.3,64.6,0.9
3/30/2012,0.0,29.8,11.3,19.8,66.1,0.7
3/31/2012,0.0,30.0,13.3,21.4,69.7,1.0
4/1/2012,0.0,29.9,18.0,23.2,72.8,1.5
4/2/2012,0.0,30.1,18.8,23.6,67.8,1.4
4/3/2012,0.0,29.0,17.7,23.2,74.9,1.2
4/4/2012,0.0,31.7,20.0,26.0,69.7,1.4
4/5/2012,5.0,33.1,17.1,23.0,78.0,2.7
4/6/2012,0.0,28.0,17.7,22.0,83.2,1.0
4/7/2012,0.0,30.8,19.5,24.0,85.6,0.9
4/8/2012,0.0,27.8,21.5,24.2,86.5,1.4
4/9/2012,0.0,26.5,21.3,23.6,81.5,1.7
4/10/2012,4.0,25.4,21.5,23.3,85.0,1.8
4/11/2012,0.0,29.2,21.1,24.8,89.4,1.1
4/12/2012,12.4,31.3,21.3,24.7,88.0,1.1
4/13/2012,2.4,32.7,20.9,25.1,88.5,1.3
4/14/2012,18.0,24.9,20.1,22.6,92.2,2.0
4/15/2012,0.0,23.9,16.8,21.1,86.7,1.1
4/16/2012,0.0,27.5,15.0,20.8,83.1,0.9
4/17/2012,0.0,28.2,17.1,23.0,84.3,1.3
4/18/2012,0.0,29.4,19.1,23.9,82.5,1.2
4/19/2012,8.4,26.4,19.2,22.7,80.6,1.6
4/20/2012,21.0,22.7,18.5,20.7,97.5,1.1
4/21/2012,0.4,28.1,17.3,22.4,85.4,0.7
4/22/2012,0.0,27.7,15.2,20.3,75.7,0.7
4/23/2012,0.0,26.8,14.9,20.4,85.5,0.9
4/24/2012,0.0,26.1,15.3,20.3,81.1,0.9
4/25/2012,54.2,23.1,18.0,20.8,90.2,1.8
4/26/2012,46.6,23.9,16.8,18.9,91.4,1.7
4/27/2012,0.0,23.1,15.1,18.6,81.8,0.8
4/28/2012,34.0,20.2,15.2,18.0,95.7,1.6
4/29/2012,0.0,19.1,10.6,14.5,79.8,1.2
5/30/2012,0.0,18.1,8.3,12.2,79.2,0.8
5/1/2012,0.0,19.6,6.7,12.6,74.5,1.0
5/2/2012,0.0,24.1,10.2,17.5,74.8,1.5
5/3/2012,0.0,25.7,14.4,19.5,73.1,1.1
5/4/2012,0.0,26.9,17.0,20.8,73.6,1.4
5/5/2012,0.0,27.2,16.7,21.2,82.8,1.0
5/6/2012,0.0,27.2,16.0,21.5,78.9,1.1
5/7/2012,0.0,28.0,16.9,20.9,75.5,1.2
5/8/2012,0.0,26.6,16.5,21.5,80.8,1.3
5/9/2012,0.0,27.5,16.9,22.1,76.6,1.3
5/10/2012,0.0,28.1,18.4,22.6,79.6,1.7
5/11/2012,11.6,22.5,17.9,20.2,90.9,1.8
5/12/2012,0.0,23.8,13.0,19.0,83.6,0.8
5/13/2012,0.0,22.8,8.0,14.9,75.7,0.9
5/14/2012,0.0,24.3,9.0,16.9,80.8,1.2
5/15/2012,0.0,24.2,16.8,19.8,79.9,1.4
5/16/2012,0.0,24.3,16.3,19.9,75.7,1.7
5/17/2012,0.0,24.9,16.1,20.1,74.1,1.8
5/18/2012,0.0,25.7,16.2,19.9,75.1,1.5
5/19/2012,0.0,24.5,15.4,19.3,77.4,1.4
5/20/2012,0.0,25.9,14.7,20.2,79.3,1.3
5/21/2012,0.0,25.0,16.0,20.4,83.5,1.2
5/22/2012,0.0,26.2,16.2,20.6,84.2,1.2
5/23/2012,29.8,21.4,16.2,18.5,90.7,1.2
5/24/2012,43.4,22.2,16.0,18.2,93.8,1.4
5/25/2012,0.0,18.2,12.5,15.6,95.3,1.2
5/26/2012,0.0,22.1,11.4,17.4,90.0,0.9
5/27/2012,23.2,24.6,17.9,19.9,90.3,2.3
5/28/2012,0.0,26.8,19.6,22.5,84.8,1.9
5/29/2012,0.0,27.3,20.0,23.4,82.5,1.9
5/30/2012,0.4,23.3,19.0,21.3,93.5,1.5
5/31/2012,0.4,22.2,17.0,19.7,94.2,0.6
6/1/2012,0.0,25.2,16.1,19.9,86.4,0.6
6/2/2012,0.0,24.5,17.3,21.3,93.5,2.6
6/3/2012,24.8,21.4,18.3,19.9,98.1,1.8
6/4/2012,20.0,18.9,11.3,14.0,96.0,1.3
6/5/2012,0.4,17.3,7.5,11.7,75.3,1.0
6/6/2012,0.2,16.9,6.6,10.7,76.2,0.8
6/7/2012,0.0,12.3,2.4,7.0,70.3,1.1
6/8/2012,0.0,18.4,0.5,8.6,78.6,0.6
6/9/2012,0.2,20.9,5.1,13.9,79.7,1.4
6/10/2012,3.8,19.9,15.6,17.6,89.0,1.7
6/11/2012,0.2,24.8,16.5,19.7,91.8,0.7
6/12/2012,0.0,28.3,17.9,22.2,85.6,1.5
6/13/2012,0.2,28.0,19.4,22.8,85.5,1.4
6/14/2012,0.0,27.6,19.1,22.2,87.3,1.3
6/15/2012,0.0,26.2,17.2,21.5,82.8,1.6
6/16/2012,0.4,26.5,16.4,20.4,87.5,1.5
6/17/2012,15.6,22.0,18.2,19.7,94.2,2.5
6/18/2012,81.8,20.8,17.5,19.0,98.1,1.5
6/19/2012,0.0,22.9,17.3,19.3,93.1,0.8
6/20/2012,0.0,17.8,13.5,15.0,95.2,1.2
6/21/2012,1.4,21.3,13.8,16.9,91.6,1.4
6/22/2012,2.2,16.2,9.5,13.1,87.7,1.3
6/23/2012,0.2,20.3,8.9,14.1,88.7,0.9
6/24/2012,0.0,23.5,12.4,17.6,82.6,1.4
6/25/2012,0.2,23.7,13.3,18.0,84.7,0.9
6/26/2012,0.0,21.8,15.2,18.3,84.5,1.1
6/27/2012,0.0,26.0,15.1,20.6,77.8,1.9
6/28/2012,0.0,26.8,17.6,21.8,75.0,2.0
6/29/2012,0.0,27.0,18.1,21.6,76.0,2.1
6/30/2012,0.0,28.5,18.5,22.3,71.6,1.9
7/1/2012,0.0,27.7,16.5,21.7,71.4,1.9
7/2/2012,0.0,28.4,18.1,22.5,69.3,2.2
7/3/2012,0.0,27.4,17.8,21.9,74.6,1.7
7/4/2012,0.0,27.4,16.1,21.6,74.7,2.1
7/5/2012,0.0,23.3,17.1,19.7,78.4,2.3
7/6/2012,5.2,18.6,10.3,15.2,96.3,2.9
7/7/2012,0.4,12.0,7.8,10.1,89.6,1.3
7/8/2012,0.0,16.7,5.1,11.1,81.3,1.2
7/9/2012,0.4,19.7,10.7,14.8,81.8,1.9
7/10/2012,0.0,25.6,13.0,19.7,82.2,1.8
7/11/2012,0.0,17.4,12.8,14.6,79.7,0.7
7/12/2012,0.0,17.5,7.7,12.4,70.8,1.4
7/13/2012,0.0,20.0,5.1,11.7,77.8,0.7
7/14/2012,0.0,21.7,5.8,12.7,78.7,0.7
7/15/2012,0.0,20.3,8.5,13.2,77.9,1.0
7/16/2012,3.0,13.3,9.2,11.2,92.5,0.9
7/17/2012,0.6,18.6,9.6,12.4,86.3,1.0
7/18/2012,0.0,17.6,6.4,11.3,87.5,0.8
7/19/2012,0.0,18.2,6.7,11.6,92.7,1.2
7/20/2012,     ,     ,     ,     ,     ,     
7/21/2012,     ,     ,     ,     ,     ,     
7/22/2012,     ,     ,     ,     ,     ,     
7/23/2012,     ,     ,     ,     ,     ,     
7/24/2012,     ,     ,     ,     ,     ,     
7/25/2012,     ,     ,     ,     ,     ,     
7/26/2012,     ,     ,     ,     ,     ,     
7/27/2012,     ,     ,     ,     ,     ,     
7/28/2012,     ,     ,     ,     ,     ,     
7/29/2012,     ,     ,     ,     ,     ,     
7/30/2012,     ,     ,     ,     ,     ,     
7/31/2012,0.0,25.8,19.7,21.9,76.0,1.3
8/1/2012,0.0,27.0,17.1,21.7,74.2,1.6
8/2/2012,0.0,28.7,17.8,22.5,66.6,1.3
8/3/2012,0.0,28.6,17.1,22.3,67.9,1.6
8/4/2012,0.0,29.8,18.1,22.7,69.2,1.7
8/5/2012,0.0,29.4,16.8,22.0,80.7,0.6
8/6/2012,0.0,29.0,16.6,21.3,85.5,0.9
8/7/2012,0.0,28.3,18.5,23.2,70.5,1.8
8/8/2012,0.0,29.6,17.6,23.1,65.6,1.7
8/9/2012,0.0,28.2,15.9,21.5,79.5,0.7
8/10/2012,0.0,31.1,17.0,23.0,73.5,1.2
8/11/2012,0.0,30.0,18.5,23.4,63.7,1.5
8/12/2012,0.0,30.5,19.2,24.2,57.7,2.4
8/13/2012,2.6,23.6,18.7,21.1,68.4,2.1
8/14/2012,0.0,30.1,17.3,22.9,63.7,1.9
8/15/2012,0.0,28.4,20.4,24.0,62.9,1.9
8/16/2012,3.0,26.7,18.0,21.7,76.5,1.9
8/17/2012,0.0,30.9,18.8,24.7,62.5,1.8
8/18/2012,0.0,30.5,21.4,25.0,58.2,1.5
8/19/2012,0.0,29.4,20.9,24.0,64.9,1.3
8/20/2012,0.0,29.8,18.4,24.0,59.7,2.1
8/21/2012,0.0,30.2,19.7,24.2,66.6,1.3
8/22/2012,0.0,31.7,20.0,24.8,56.9,1.4
8/23/2012,0.0,31.7,20.1,25.3,54.6,1.9
8/24/2012,0.0,29.9,20.4,24.6,52.8,2.1
8/25/2012,0.0,22.4,12.6,17.2,78.7,1.1
8/26/2012,0.0,16.8,10.3,13.1,83.3,1.6
8/27/2012,1.0,14.2,9.9,11.3,85.9,0.9
8/28/2012,0.0,20.2,10.1,14.0,80.7,0.6
8/29/2012,0.0,24.0,8.8,15.1,79.9,0.7
8/30/2012,0.0,28.1,13.2,20.0,75.0,1.4
8/31/2012,0.0,28.7,17.6,22.3,67.4,1.6
9/1/2012,0.0,31.2,14.6,21.5,72.9,0.9
9/2/2012,0.0,32.6,14.7,22.9,65.2,0.7
9/3/2012,0.0,32.5,15.9,24.3,58.0,1.3
9/4/2012,0.0,29.5,18.1,23.1,62.4,1.8
9/5/2012,0.0,29.2,17.6,23.3,66.5,1.5
9/6/2012,0.0,34.5,19.8,26.4,59.9,1.8
9/7/2012,0.0,35.1,21.4,27.4,46.8,2.6
9/8/2012,0.8,34.2,19.5,25.7,60.9,1.7
9/9/2012,1.4,23.8,19.5,22.0,89.3,1.2
9/10/2012,11.2,23.7,17.1,20.3,93.9,1.5
9/11/2012,0.0,24.5,16.4,19.0,86.2,0.6
9/12/2012,0.0,29.7,14.9,21.0,78.4,1.3
9/13/2012,0.0,29.8,13.4,21.1,67.9,0.7
9/14/2012,0.0,30.5,15.9,23.7,71.1,1.4
9/15/2012,0.0,34.7,21.8,27.6,64.2,1.7
9/16/2012,0.0,34.8,23.4,28.4,59.3,1.6
9/17/2012,5.2,35.7,21.2,27.2,65.5,1.6
9/18/2012,0.0,36.9,23.4,29.9,54.7,4.6
9/19/2012,21.2,31.9,11.0,18.9,76.3,4.4
9/20/2012,0.0,23.2,8.9,16.3,67.2,1.0
9/21/2012,0.2,25.6,13.9,19.1,58.1,0.9
9/22/2012,0.0,26.5,9.0,17.9,54.0,0.7
9/23/2012,0.0,28.7,10.0,19.5,57.8,1.1
9/24/2012,0.0,29.8,14.6,22.9,64.1,1.3
9/25/2012,1.2,26.3,10.8,19.0,64.1,1.1
9/26/2012,0.0,20.4,5.5,12.8,46.5,1.0
9/27/2012,0.0,23.1,8.4,16.5,50.6,2.1
9/28/2012,0.0,26.9,14.1,20.2,50.7,2.4
9/29/2012,5.8,21.5,14.2,17.3,79.0,2.3
9/30/2012,0.0,30.6,16.2,23.0,65.4,2.0
10/1/2012,0.0,33.7,19.6,24.6,61.3,3.2
10/2/2012,0.0,37.4,20.4,26.7,63.6,2.3
10/3/2012,55.6,28.1,17.8,19.9,94.4,2.0
10/4/2012,0.0,26.5,17.8,21.2,89.6,0.8
10/5/2012,0.0,31.4,18.6,24.7,78.7,1.3
10/6/2012,0.0,33.3,21.4,27.1,61.5,2.2
10/7/2012,0.0,36.7,23.4,29.1,59.5,1.5
10/8/2012,0.0,35.6,23.9,29.1,58.8,1.5
10/9/2012,0.0,35.1,23.2,27.9,63.2,1.7
10/10/2012,25.4,24.7,19.5,21.9,95.0,1.1
10/11/2012,0.0,23.1,16.4,19.7,81.2,1.0
10/12/2012,0.0,27.5,15.5,21.3,76.0,1.1
10/13/2012,0.0,29.5,18.4,23.5,62.6,2.0
10/14/2012,0.0,29.7,18.0,23.5,60.1,1.9
10/15/2012,20.2,31.3,18.2,24.5,64.5,2.8
10/16/2012,6.6,29.0,18.1,22.8,77.8,1.8
10/17/2012,0.0,30.1,16.7,23.3,62.2,1.3
10/18/2012,0.0,32.0,13.5,22.4,58.8,0.7
10/19/2012,4.0,31.7,17.4,23.8,71.1,1.8
10/20/2012,20.6,23.4,19.4,21.1,89.9,2.5
10/21/2012,35.4,22.3,18.4,20.6,91.5,2.4
10/22/2012,0.4,35.6,20.1,26.7,74.3,4.7
10/23/2012,13.2,23.4,16.7,20.4,84.5,1.8
10/24/2012,0.0,25.3,15.2,19.7,74.2,0.7
10/25/2012,5.8,29.7,17.1,23.1,77.2,0.9
10/26/2012,24.4,25.6,21.1,23.2,90.8,1.7
10/27/2012,33.8,33.9,20.4,25.7,79.1,2.5
10/28/2012,0.0,27.3,21.8,24.7,77.6,1.9
10/29/2012,0.0,33.9,22.1,27.7,76.4,1.7
10/30/2012,5.0,29.0,20.8,24.9,84.9,1.2
10/31/2012,12.2,25.5,19.7,22.4,88.6,1.8
11/1/2012,7.8,26.1,18.9,21.8,92.0,0.8
11/2/2012,0.0,29.4,19.2,24.2,85.1,0.8
11/3/2012,0.0,29.3,21.4,24.9,83.2,1.3
11/4/2012,0.0,31.9,20.2,25.5,80.1,1.0
11/5/2012,0.0,33.6,20.2,26.5,69.4,0.7
11/6/2012,0.0,34.4,19.3,26.3,64.6,0.9
11/7/2012,0.0,32.6,21.9,26.9,66.4,1.8
11/8/2012,15.8,25.8,20.8,23.1,90.9,1.6
11/9/2012,0.0,29.8,21.2,25.6,78.6,1.6
11/10/2012,0.0,31.5,22.0,26.3,76.6,1.0
11/11/2012,0.0,34.6,21.9,28.2,74.4,1.1
11/12/2012,0.0,32.5,22.1,26.7,71.1,1.1
11/13/2012,0.0,29.4,18.5,23.6,61.2,1.0
11/14/2012,0.0,27.0,17.4,22.4,73.2,1.2
11/15/2012,0.0,29.4,18.7,23.8,72.5,1.2
11/16/2012,0.0,31.9,20.0,24.9,62.9,1.4
11/17/2012,0.0,32.3,20.1,25.9,62.8,1.4
11/18/2012,0.0,29.9,22.2,25.5,65.2,1.5
11/19/2012,3.0,31.1,20.6,24.4,78.0,1.0
11/20/2012,0.0,33.2,18.9,25.8,71.5,0.9
11/21/2012,0.0,34.5,20.0,27.3,68.1,1.1
11/22/2012,0.0,35.9,25.4,30.0,62.0,2.0
11/23/2012,72.0,29.3,21.4,24.2,89.8,1.8
11/24/2012,0.0,31.4,22.0,25.9,80.6,0.9
11/25/2012,0.0,31.9,19.0,25.2,70.0,0.8
11/26/2012,0.0,30.1,20.4,25.5,71.3,1.5
11/27/2012,3.0,31.4,21.9,25.3,75.2,1.5
11/28/2012,0.0,32.5,21.5,26.7,78.0,1.4
11/29/2012,26.0,27.8,19.6,23.9,85.7,1.7
11/30/2012,0.0,31.4,22.3,26.8,75.5,2.0
12/1/2012,0.4,31.8,23.0,26.6,80.8,1.4
12/2/2012,0.0,33.3,22.0,27.0,82.1,1.1
12/3/2012,0.0,33.9,24.2,28.5,77.6,1.4
12/4/2012,0.0,34.0,24.4,28.1,76.9,1.5
12/5/2012,5.6,34.9,23.1,27.9,78.4,2.0
12/6/2012,6.0,33.3,22.6,26.9,82.8,1.9
12/7/2012,4.4,34.5,23.7,28.7,76.6,2.5
12/8/2012,5.8,34.7,22.9,26.9,85.8,1.4
12/9/2012,0.2,34.3,22.3,27.9,79.8,0.8
12/10/2012,0.0,39.8,24.7,29.5,77.5,2.4
12/11/2012,0.0,33.5,26.3,28.8,76.0,2.5
12/12/2012,25.4,33.4,20.9,27.5,80.1,2.3
12/13/2012,37.4,26.2,17.9,22.0,89.5,1.9
12/14/2012,0.2,30.7,18.6,24.2,85.6,1.3
12/15/2012,0.0,32.9,23.4,26.9,79.9,1.5
12/16/2012,0.0,32.1,23.8,27.5,80.0,1.7
12/17/2012,0.0,33.1,24.8,28.5,79.5,1.8
12/18/2012,0.0,31.3,23.2,26.8,80.6,3.1
12/19/2012,0.0,33.2,24.8,28.6,75.8,3.1
12/20/2012,4.4,35.0,22.6,28.5,72.9,3.8
12/21/2012,20.2,30.0,19.5,24.6,85.3,1.7
12/22/2012,0.0,32.7,20.4,26.1,80.7,1.3
12/23/2012,0.0,33.6,23.8,28.2,77.1,1.9
12/24/2012,0.0,33.9,26.5,30.0,71.3,2.0
12/25/2012,0.0,36.4,25.4,30.4,70.0,3.0
12/26/2012,0.0,36.3,25.9,30.5,62.7,4.0
12/27/2012,38.4,31.2,21.5,25.1,89.1,1.6
12/28/2012,0.0,30.4,22.3,25.8,80.0,2.1
12/29/2012,57.8,29.1,21.7,24.3,91.3,1.6
12/30/2012,0.4,29.2,22.7,25.5,88.2,1.6
12/31/2012,0.0,31.8,24.4,27.4,79.9,2.8
1/1/2013,68.4,26.2,18.6,21.5,93.3,1.1
1/2/2013,0.0,28.9,17.9,23.0,79.5,0.8
1/3/2013,0.0,30.5,19.6,25.3,79.4,1.4
1/4/2013,0.0,31.5,21.8,26.9,77.8,1.9
1/5/2013,1.0,33.0,23.9,28.1,78.7,2.2
1/6/2013,0.0,34.6,22.2,28.1,75.1,2.6
1/7/2013,7.2,31.9,23.6,26.4,84.9,3.1
1/8/2013,70.6,31.9,21.1,26.0,88.8,2.1
1/9/2013,0.0,31.6,23.4,26.8,83.1,1.2
1/10/2013,0.0,33.2,22.5,27.2,68.8,1.3
1/11/2013,0.0,30.5,19.6,25.2,69.4,1.1
1/12/2013,0.0,30.6,22.0,25.5,61.3,1.4
1/13/2013,0.0,32.2,19.8,25.5,66.8,1.1
1/14/2013,0.0,33.7,21.6,27.0,68.3,1.1
1/15/2013,0.0,30.9,22.1,25.8,74.9,1.7
1/16/2013,0.0,33.4,19.8,26.1,71.0,1.6
1/17/2013,0.0,33.0,22.5,27.1,70.5,1.5
1/18/2013,0.0,35.3,22.4,28.1,69.1,1.1
1/19/2013,0.0,33.6,20.6,27.0,63.2,0.8
1/20/2013,0.0,32.9,18.7,25.6,62.5,0.9
1/21/2013,0.0,32.8,21.3,26.4,62.5,1.6
1/22/2013,0.0,31.4,21.4,25.7,61.7,1.6
1/23/2013,0.0,33.4,21.1,26.8,67.6,1.2
1/24/2013,0.0,34.2,23.9,28.9,68.4,1.3
1/25/2013,2.4,28.4,19.8,23.8,81.3,1.6
1/26/2013,0.0,30.5,18.5,23.8,66.6,0.8
1/27/2013,0.0,33.9,15.5,24.5,59.5,0.6
1/28/2013,0.0,35.7,17.7,27.0,65.3,1.3
1/29/2013,0.0,36.3,24.0,28.7,63.2,1.2
1/30/2013,0.0,36.3,23.6,29.0,56.4,1.4
1/31/2013,0.0,36.0,22.6,29.2,60.2,1.3
2/1/2013,0.0,34.2,25.9,29.3,70.6,1.7
2/2/2013,12.4,33.6,21.8,28.1,76.4,2.1
2/3/2013,5.8,33.8,21.8,26.9,75.9,0.8
2/4/2013,0.0,33.2,18.9,25.6,62.1,0.8
2/5/2013,0.0,33.5,18.2,25.7,68.8,1.1
2/6/2013,24.2,34.0,19.0,24.6,75.5,2.3
2/7/2013,0.0,30.2,19.7,24.4,75.5,1.9
2/8/2013,0.0,30.0,21.1,25.1,71.5,1.9
2/9/2013,0.0,30.3,23.6,26.2,72.3,2.5
2/10/2013,0.0,31.4,22.9,26.3,76.1,1.9
2/11/2013,75.0,28.0,21.3,24.5,90.0,1.7
2/12/2013,0.0,29.5,22.1,25.3,85.6,1.8
2/13/2013,20.2,25.6,22.1,24.1,94.0,2.3
2/14/2013,130.6,25.2,20.6,23.3,96.7,1.9
2/15/2013,10.0,31.2,21.8,24.8,91.2,1.9
2/16/2013,31.6,30.1,21.9,25.0,91.1,1.7
2/17/2013,2.8,34.2,22.2,27.1,84.9,1.6
2/18/2013,43.2,34.2,22.0,25.9,85.2,1.9
2/19/2013,0.0,31.2,22.2,26.0,81.8,1.4
2/20/2013,5.0,31.4,23.1,25.8,87.7,1.2
2/21/2013,1.8,29.0,23.4,25.2,91.4,1.2
2/22/2013,0.0,32.5,22.1,26.0,80.1,0.7
2/23/2013,0.0,33.1,20.4,27.1,71.4,1.4
2/24/2013,0.0,32.3,24.5,28.1,69.9,2.0
2/25/2013,62.4,30.5,21.2,25.1,88.2,2.2
2/26/2013,0.0,30.5,20.7,24.5,80.5,0.7
2/27/2013,0.0,30.7,17.0,23.2,71.9,0.6
2/28/2013,0.0,33.3,17.0,24.8,76.2,1.1
3/1/2013,0.0,33.6,21.5,27.8,74.7,1.3
