date,daily_precipitation-mm,temp_max-celsius,temp_min-celsius,temp_mean-celsius,mean_relative_humidity-%,mean_wind_speed-m_per_s
3/2/2013,0.0,33.1,24.5,28.1,66.4,2.2
3/3/2013,0.0,32.0,25.0,27.6,78.9,2.0
3/4/2013,17.4,29.5,22.3,25.5,90.9,1.2
3/5/2013,23.0,25.9,17.1,21.7,88.0,0.9
3/6/2013,0.0,31.5,16.4,23.3,80.4,0.8
3/7/2013,38.4,26.6,21.6,23.6,92.7,1.2
3/8/2013,0.0,32.3,20.5,27.3,82.1,1.3
3/9/2013,0.0,30.2,23.9,26.3,84.6,1.3
3/10/2013,5.6,33.7,21.2,24.4,89.7,1.9
3/11/2013,1.8,28.4,20.9,23.9,92.3,1.2
3/12/2013,6.0,33.0,18.4,25.2,86.4,3.8
3/13/2013,0.0,27.9,18.4,22.5,84.1,1.0
3/14/2013,35.0,32.0,17.4,22.9,88.0,1.1
3/15/2013,0.0,27.6,21.4,24.2,88.7,1.0
3/16/2013,0.0,30.6,22.0,25.3,82.9,0.8
3/17/2013,0.0,30.7,18.9,24.1,82.8,0.9
3/18/2013,0.0,25.2,21.8,23.3,80.0,2.0
3/19/2013,1.2,27.0,20.0,23.2,76.2,1.9
3/20/2013,13.6,24.3,19.2,21.7,85.5,2.2
3/21/2013,0.8,27.8,19.1,22.4,84.9,1.7
3/22/2013,0.0,29.0,16.5,22.5,77.1,0.6
3/23/2013,4.0,30.3,16.3,22.9,77.2,1.0
3/24/2013,28.4,25.0,19.2,22.3,90.0,1.4
3/25/2013,0.0,29.5,19.1,23.0,83.6,0.9
3/26/2013,0.0,29.6,18.7,23.7,71.4,0.7
3/27/2013,0.0,27.5,13.7,20.5,67.1,0.6
3/28/2013,0.0,28.3,13.2,20.2,74.6,0.7
3/29/2013,0.0,29.5,16.8,22.9,74.4,1.0
3/30/2013,0.0,29.4,19.6,23.8,72.3,1.4
3/31/2013,0.0,30.8,19.0,25.3,76.8,1.3
4/1/2013,27.0,32.2,20.4,26.3,77.8,1.9
4/2/2013,5.2,27.0,20.2,23.6,85.2,1.5
4/3/2013,0.6,28.3,20.4,24.2,87.0,1.2
4/4/2013,4.4,27.1,19.5,23.3,91.8,3.3
4/5/2013,0.0,27.3,17.8,21.3,82.0,1.2
4/6/2013,1.0,25.1,15.5,20.9,89.7,1.0
4/7/2013,3.0,28.4,20.5,23.4,92.1,0.9
4/8/2013,0.2,30.3,21.1,24.3,88.2,1.0
4/9/2013,0.0,30.0,18.7,23.5,84.1,1.1
4/10/2013,0.0,30.1,20.7,24.8,81.4,1.2
4/11/2013,0.0,29.7,23.6,26.1,76.1,2.6
4/12/2013,57.4,27.1,18.1,22.0,92.1,2.6
4/13/2013,0.0,24.1,13.3,19.1,84.2,0.9
4/14/2013,0.0,24.4,10.7,16.3,78.7,0.6
4/15/2013,0.2,26.1,9.3,17.2,73.6,0.7
4/16/2013,0.0,26.8,11.2,18.4,78.1,0.6
4/17/2013,0.0,25.5,11.6,17.7,76.6,0.7
4/18/2013,0.0,25.8,11.6,18.2,82.7,0.9
4/19/2013,0.0,27.3,13.8,19.8,80.2,0.8
4/20/2013,0.0,26.5,15.2,20.2,83.2,1.0
4/21/2013,0.0,27.2,16.0,20.6,80.4,0.9
4/22/2013,0.0,27.3,16.5,20.7,77.0,1.1
4/23/2013,0.0,26.5,16.4,20.6,78.5,1.1
4/24/2013,0.0,27.7,14.2,20.5,77.8,0.8
4/25/2013,0.0,27.8,15.4,21.3,77.3,1.2
4/26/2013,0.0,28.7,15.9,22.4,79.6,1.2
4/27/2013,0.0,29.2,20.7,24.5,80.1,1.3
4/28/2013,0.0,30.1,21.3,24.8,78.3,1.8
4/29/2013,0.0,26.2,19.6,22.8,83.5,1.4
4/30/2013,0.0,27.9,17.9,22.5,88.0,1.0
5/1/2013,0.0,31.6,20.7,24.9,81.7,1.3
5/2/2013,0.0,31.4,21.1,25.7,79.2,1.5
5/3/2013,0.0,32.5,21.9,26.3,74.6,2.4
5/4/2013,53.0,27.0,17.6,20.4,93.1,1.6
5/5/2013,0.2,25.2,14.8,19.4,87.4,0.7
5/6/2013,0.0,23.7,10.5,16.4,79.1,0.8
5/7/2013,0.0,25.1,8.6,15.7,77.6,1.2
5/8/2013,0.0,21.7,8.8,15.5,75.8,1.2
5/9/2013,0.0,25.8,9.2,17.7,74.0,1.3
5/10/2013,0.0,26.3,11.4,19.5,69.7,1.5
5/11/2013,0.0,27.5,12.8,21.3,71.3,1.6
5/12/2013,14.0,22.0,15.8,18.2,91.7,1.5
5/13/2013,25.0,21.1,16.7,19.3,96.2,2.4
5/14/2013,5.0,22.5,18.7,20.2,92.7,2.6
5/15/2013,156.2,20.9,18.5,19.6,98.3,2.2
5/16/2013,3.0,19.6,9.9,15.4,82.9,1.1
5/17/2013,0.0,23.1,6.2,14.0,83.0,0.6
5/18/2013,0.6,22.5,14.3,19.0,91.8,1.1
5/19/2013,0.0,25.1,18.5,21.0,91.2,1.1
5/20/2013,0.0,21.4,17.1,19.6,94.7,0.8
5/21/2013,0.0,22.8,16.5,18.8,95.1,0.6
5/22/2013,0.2,23.1,16.8,19.6,93.1,0.7
5/23/2013,0.0,21.7,16.6,18.2,94.9,0.6
5/24/2013,0.0,21.4,15.1,17.5,90.9,0.6
5/25/2013,0.0,23.9,13.8,17.3,86.9,0.8
5/26/2013,0.0,24.4,14.2,19.5,79.4,1.2
5/27/2013,4.6,25.4,16.8,20.9,89.1,1.3
5/28/2013,21.4,24.7,19.0,21.8,86.7,2.9
5/29/2013,0.0,26.7,16.3,21.6,83.0,3.6
5/30/2013,0.0,21.4,10.3,15.1,71.8,0.7
5/31/2013,0.0,24.1,9.1,17.2,78.6,1.8
6/1/2013,45.6,21.9,19.4,20.8,93.3,1.8
6/2/2013,0.2,24.2,15.5,19.5,94.3,0.5
6/3/2013,0.0,23.5,13.1,16.8,89.4,0.7
6/4/2013,0.0,24.6,12.4,17.3,90.6,1.1
6/5/2013,0.2,24.8,15.5,19.6,82.0,1.4
6/6/2013,0.0,25.4,13.8,18.9,88.8,1.1
6/7/2013,0.0,24.1,13.2,18.3,91.8,1.0
6/8/2013,0.2,24.8,13.1,18.3,90.7,0.8
6/9/2013,0.0,26.1,17.1,20.8,82.5,1.1
6/10/2013,1.6,23.5,17.1,19.8,93.0,0.9
6/11/2013,0.0,25.8,15.0,18.4,93.2,0.5
6/12/2013,0.2,25.7,14.2,18.1,91.5,0.4
6/13/2013,0.0,24.1,11.4,17.1,87.6,0.7
6/14/2013,5.2,24.5,13.1,16.7,89.7,1.1
6/15/2013,2.4,19.5,12.6,16.6,89.8,1.3
6/16/2013,0.8,19.7,17.2,18.5,91.1,1.5
6/17/2013,0.8,23.0,14.7,19.0,90.8,1.1
6/18/2013,2.8,23.2,16.5,19.8,92.1,1.3
6/19/2013,59.2,22.7,17.9,20.0,96.8,1.0
6/20/2013,44.4,22.1,15.6,18.3,96.5,2.3
6/21/2013,16.8,16.2,11.2,13.2,95.0,3.2
6/22/2013,0.2,17.9,10.5,13.7,77.3,1.6
6/23/2013,48.8,18.2,10.0,14.6,94.2,1.4
6/24/2013,52.6,19.3,14.9,17.8,98.9,2.5
6/25/2013,19.8,16.0,13.8,15.0,99.5,1.1
6/26/2013,1.6,16.2,14.1,15.0,98.7,0.6
6/27/2013,1.4,22.5,14.2,17.8,93.8,1.0
6/28/2013,0.2,24.5,18.1,21.0,89.2,2.7
6/29/2013,1.2,23.9,16.6,21.0,91.5,1.6
6/30/2013,0.0,22.0,14.3,17.8,89.9,0.6
7/1/2013,0.0,21.1,10.0,14.6,86.8,0.6
7/2/2013,0.0,22.9,10.7,16.2,84.3,1.5
7/3/2013,0.0,24.2,13.2,18.6,82.9,1.4
7/4/2013,0.2,27.4,18.9,22.6,78.6,1.7
7/5/2013,0.0,27.2,20.0,22.8,72.8,2.2
7/6/2013,0.0,27.0,18.8,22.2,78.0,1.8
7/7/2013,0.0,27.2,18.1,21.8,84.9,1.3
7/8/2013,3.6,22.0,15.4,18.6,95.7,0.6
7/9/2013,0.0,26.5,15.6,20.3,88.4,1.1
7/10/2013,0.0,26.3,16.5,21.0,80.2,1.6
7/11/2013,0.0,27.5,16.2,20.9,79.7,1.0
7/12/2013,0.0,26.5,15.7,20.6,80.5,1.3
7/13/2013,0.0,27.0,17.6,21.0,76.3,1.4
7/14/2013,0.2,25.3,17.3,20.4,85.0,1.2
7/15/2013,1.2,24.7,12.0,18.9,81.5,0.6
7/16/2013,0.8,23.2,8.4,14.3,78.4,0.6
7/17/2013,0.0,26.2,8.5,17.4,78.7,1.0
7/18/2013,0.0,26.8,17.7,21.0,76.8,2.1
7/19/2013,0.0,20.6,11.8,15.5,89.5,1.0
7/20/2013,17.6,15.6,11.0,13.2,96.0,1.6
7/21/2013,2.0,14.8,8.0,11.2,84.8,1.0
7/22/2013,0.4,8.8,5.1,7.3,72.2,1.3
7/23/2013,0.0,12.0,0.6,6.1,71.4,0.8
7/24/2013,0.0,14.1,0.0,6.7,73.0,0.8
7/25/2013,0.0,17.8,1.3,8.5,71.9,0.7
7/26/2013,0.0,21.0,6.9,14.4,69.2,1.6
7/27/2013,0.0,22.9,13.8,17.0,72.9,1.7
7/28/2013,0.0,23.7,11.0,17.0,80.8,1.1
7/29/2013,0.0,25.7,13.2,18.9,80.3,1.4
7/30/2013,0.0,28.5,13.6,20.2,80.5,1.1
7/31/2013,0.0,28.5,12.8,20.8,70.7,1.4
8/1/2013,0.0,30.0,17.1,22.8,59.6,2.6
8/2/2013,0.0,33.0,16.5,23.0,64.9,2.6
8/3/2013,0.4,22.7,14.0,17.7,88.6,0.7
8/4/2013,0.4,23.7,12.9,17.5,85.0,0.6
8/5/2013,0.0,28.4,10.3,19.1,77.3,1.2
8/6/2013,0.0,27.6,18.1,22.2,80.9,1.4
8/7/2013,0.0,29.6,15.3,22.5,69.6,2.1
8/8/2013,0.0,30.7,19.1,24.4,56.2,2.7
8/9/2013,33.2,23.1,9.5,14.6,92.6,2.1
8/10/2013,2.8,11.7,5.2,8.8,89.8,1.9
8/11/2013,0.2,16.5,2.9,10.1,82.6,1.2
8/12/2013,0.0,22.5,10.7,16.0,69.7,1.5
8/13/2013,0.2,18.9,10.6,14.4,83.1,1.0
8/14/2013,0.0,15.2,5.6,10.0,74.0,1.0
8/15/2013,0.0,18.4,2.4,9.9,69.4,0.9
8/16/2013,0.0,21.8,8.0,14.5,70.3,1.0
8/17/2013,0.0,23.2,7.0,14.9,71.4,1.1
8/18/2013,0.0,24.7,12.9,18.2,66.6,1.5
8/19/2013,0.0,25.3,13.9,19.0,72.0,1.6
8/20/2013,0.0,29.0,15.9,21.5,66.5,1.6
8/21/2013,0.0,29.8,17.4,22.9,60.1,2.2
8/22/2013,0.0,29.7,18.4,23.5,58.2,2.0
8/23/2013,0.0,22.3,10.4,16.6,87.1,1.7
8/24/2013,0.0,17.6,8.8,11.6,88.7,1.8
8/25/2013,0.2,11.8,8.8,9.9,92.1,2.8
8/26/2013,0.0,10.7,5.5,8.5,95.1,1.8
8/27/2013,0.0,14.2,4.2,7.8,74.8,0.9
8/28/2013,0.0,19.2,1.8,9.7,70.6,0.9
8/29/2013,0.0,24.4,4.6,13.8,77.2,0.9
8/30/2013,0.0,28.7,11.2,19.0,67.8,1.3
8/31/2013,0.0,31.2,17.9,23.6,56.4,1.9
9/1/2013,0.0,28.4,18.9,22.6,63.5,2.2
9/2/2013,13.4,20.3,16.8,18.1,92.9,1.5
9/3/2013,1.0,26.4,14.3,19.8,83.9,0.9
9/4/2013,0.6,26.2,12.9,18.7,75.7,0.6
9/5/2013,0.2,27.9,12.7,20.2,76.4,1.7
9/6/2013,0.0,28.5,16.2,21.8,74.5,1.4
9/7/2013,0.0,30.5,16.9,23.4,67.0,2.0
9/8/2013,1.0,29.7,16.5,21.0,80.7,1.6
9/9/2013,0.2,31.1,14.3,22.1,78.5,1.1
9/10/2013,0.0,33.6,19.6,25.1,65.5,1.4
9/11/2013,0.0,34.2,15.6,24.7,61.2,1.2
9/12/2013,0.0,33.6,19.3,25.8,57.5,1.5
9/13/2013,0.0,34.2,20.0,26.1,48.0,2.2
9/14/2013,0.0,32.5,17.6,25.3,54.2,1.5
9/15/2013,0.0,22.3,17.3,20.2,90.0,1.3
9/16/2013,37.2,17.9,13.4,14.9,98.1,1.6
9/17/2013,1.0,14.9,8.2,12.2,82.0,1.4
9/18/2013,0.0,20.1,5.7,12.0,67.3,0.8
9/19/2013,0.0,23.3,6.2,15.3,68.2,0.6
9/20/2013,0.6,32.5,17.6,24.2,74.5,1.9
9/21/2013,1.2,30.9,19.2,23.1,84.1,1.1
9/22/2013,91.0,21.2,15.7,18.2,94.2,2.0
9/23/2013,0.4,16.3,11.5,14.4,90.0,2.4
9/24/2013,0.0,18.0,7.4,12.3,64.8,1.3
9/25/2013,0.0,21.8,5.2,13.5,69.3,0.9
9/26/2013,0.0,25.9,9.8,18.2,64.6,1.4
9/27/2013,0.2,27.5,15.5,20.7,59.3,1.6
9/28/2013,4.8,21.8,14.9,18.5,80.6,1.8
9/29/2013,0.6,25.1,14.3,19.4,86.9,0.7
9/30/2013,24.0,23.4,15.4,18.8,95.0,1.6
10/1/2013,3.6,24.3,14.2,18.4,86.2,0.8
10/2/2013,0.4,27.9,17.0,21.6,80.7,0.8
10/3/2013,9.4,26.1,18.8,21.4,93.6,1.1
10/4/2013,0.0,27.3,14.9,21.0,69.1,2.1
10/5/2013,0.0,25.6,10.5,17.6,65.1,0.9
10/6/2013,0.0,26.9,10.8,18.6,67.8,0.7
10/7/2013,0.0,28.9,12.5,20.7,65.3,1.1
10/8/2013,0.0,27.3,16.1,20.7,54.7,1.7
10/9/2013,0.0,29.0,17.4,23.1,64.4,1.4
10/10/2013,0.0,24.0,18.8,21.7,73.4,1.1
10/11/2013,0.0,26.8,20.1,22.6,73.6,1.2
10/12/2013,5.2,25.6,20.1,21.7,86.4,1.0
10/13/2013,0.0,28.1,17.8,22.8,82.4,1.6
10/14/2013,0.0,29.8,20.4,24.2,80.3,0.7
10/15/2013,0.2,26.0,20.4,22.7,85.2,0.8
10/16/2013,10.2,24.7,18.9,21.4,92.9,1.1
10/17/2013,0.0,27.8,18.2,22.2,84.0,1.0
10/18/2013,0.0,30.8,16.9,23.2,68.7,0.6
10/19/2013,0.0,30.5,14.7,22.7,64.9,0.9
10/20/2013,0.0,33.3,18.7,26.0,58.2,1.8
10/21/2013,4.6,34.4,18.7,24.8,76.1,3.6
10/22/2013,0.0,30.1,17.3,23.8,82.1,1.0
10/23/2013,0.0,32.7,24.2,28.0,72.8,2.1
10/24/2013,16.0,27.2,19.0,22.5,89.9,1.7
10/25/2013,0.0,31.3,18.5,24.0,84.7,1.0
10/26/2013,35.2,33.1,22.5,25.6,79.5,2.3
10/27/2013,0.0,28.7,17.6,23.2,73.0,0.9
10/28/2013,0.0,29.9,14.6,22.0,59.4,1.1
10/29/2013,0.0,28.7,17.4,23.3,68.5,1.6
10/30/2013,0.0,27.9,21.0,24.2,76.5,1.1
10/31/2013,0.0,32.6,22.1,26.8,68.9,1.4
11/1/2013,0.0,32.4,22.0,26.9,64.9,1.5
11/2/2013,35.4,28.3,21.2,24.4,80.3,2.3
11/3/2013,8.2,27.4,17.5,22.2,81.6,1.5
11/4/2013,0.0,27.5,14.6,21.0,70.5,0.8
11/5/2013,0.0,31.2,14.8,22.7,66.9,0.9
11/6/2013,0.0,29.7,19.6,24.2,65.7,1.9
11/7/2013,0.0,29.5,18.1,23.5,69.1,1.7
11/8/2013,0.0,31.0,20.0,25.5,67.4,1.7
11/9/2013,0.0,33.9,22.6,27.7,66.1,1.7
11/10/2013,0.0,36.7,25.0,29.6,63.1,2.6
11/11/2013,0.6,34.4,19.3,28.0,66.1,6.3
11/12/2013,0.0,29.4,16.8,22.4,65.1,2.0
11/13/2013,0.0,32.3,15.0,24.1,57.7,1.4
11/14/2013,0.0,32.5,21.5,26.6,52.1,1.7
11/15/2013,5.0,35.6,19.7,27.4,63.6,2.4
11/16/2013,0.8,26.5,18.4,22.1,88.6,0.7
11/17/2013,0.0,31.3,14.7,23.2,76.6,1.0
11/18/2013,0.0,31.9,21.2,26.2,76.9,1.6
11/19/2013,32.4,32.8,20.5,27.3,73.3,2.3
11/20/2013,14.2,28.0,20.2,24.1,86.5,1.6
11/21/2013,27.4,26.3,20.5,23.2,92.9,1.9
11/22/2013,0.0,31.0,19.7,24.6,78.7,0.7
11/23/2013,0.0,29.4,20.6,24.4,72.2,1.5
11/24/2013,0.0,30.6,20.6,25.8,65.9,2.1
11/25/2013,0.0,31.6,21.7,26.0,74.0,1.8
11/26/2013,0.0,30.5,22.9,26.4,74.9,1.4
11/27/2013,0.0,33.7,21.2,27.3,74.8,1.6
11/28/2013,0.0,32.4,21.8,26.3,79.8,1.1
11/29/2013,24.4,25.5,19.7,22.7,92.0,1.4
11/30/2013,0.0,31.3,20.0,25.2,82.9,1.3
12/1/2013,23.8,31.9,20.6,25.9,82.5,2.0
12/2/2013,0.0,32.0,21.5,25.7,82.9,1.7
12/3/2013,0.0,31.1,22.1,26.4,85.9,1.1
12/4/2013,0.0,34.4,20.9,27.5,82.7,1.4
12/5/2013,23.0,36.1,19.9,27.2,78.1,3.9
12/6/2013,0.0,27.4,19.3,23.5,86.8,1.1
12/7/2013,0.0,29.7,21.8,25.5,83.7,1.4
12/8/2013,0.0,31.9,21.1,26.8,81.7,1.2
12/9/2013,32.2,32.7,20.4,25.7,86.0,2.4
12/10/2013,0.0,28.9,19.3,23.6,83.7,0.8
12/11/2013,0.0,31.1,19.4,24.7,75.3,0.8
12/12/2013,0.0,30.3,20.1,25.5,76.8,1.5
12/13/2013,5.8,31.3,20.3,25.5,78.7,1.8
12/14/2013,29.4,30.5,19.3,25.0,85.6,1.4
12/15/2013,0.0,33.0,22.2,27.2,77.4,1.0
12/16/2013,0.0,34.4,21.2,26.9,74.5,1.0
12/17/2013,0.0,32.3,21.8,26.7,75.5,1.5
12/18/2013,0.0,32.4,22.7,27.1,72.5,1.6
12/19/2013,0.0,32.4,21.8,26.5,72.4,1.4
12/20/2013,0.0,32.8,20.0,25.6,73.7,1.4
12/21/2013,0.0,32.7,21.5,25.9,69.0,1.2
12/22/2013,0.0,33.5,20.8,26.3,66.3,1.2
12/23/2013,0.0,33.9,22.5,27.2,63.2,1.3
12/24/2013,0.0,34.7,21.1,27.5,66.9,1.2
12/25/2013,0.0,34.2,22.4,28.7,72.7,1.4
12/26/2013,13.4,34.3,23.8,28.8,76.4,1.4
12/27/2013,4.0,34.6,24.0,28.1,83.5,1.1
12/28/2013,12.0,34.6,23.2,26.4,87.6,1.3
12/29/2013,0.2,31.5,23.1,26.2,85.4,2.3
12/30/2013,13.2,29.4,23.6,25.7,90.0,2.6
12/31/2013,2.4,28.4,24.5,26.2,89.5,2.7
1/1/2014,0.0,32.0,25.0,27.7,82.5,3.1
1/2/2014,9.4,33.6,24.2,27.6,87.0,3.3
1/3/2014,12.6,33.3,21.6,25.5,87.3,2.5
1/4/2014,24.2,29.3,20.9,23.9,91.4,0.8
1/5/2014,2.4,29.8,23.3,25.9,86.7,1.4
1/6/2014,0.0,32.8,23.1,26.8,77.4,1.6
1/7/2014,0.4,32.7,22.4,26.5,72.0,1.8
1/8/2014,18.0,29.5,21.5,24.2,86.1,1.6
1/9/2014,1.8,31.8,21.6,26.8,80.8,1.7
1/10/2014,0.0,33.9,24.0,28.8,72.3,1.9
1/11/2014,3.2,36.1,22.3,27.9,77.9,1.8
1/12/2014,3.2,29.7,21.6,24.0,90.1,0.9
1/13/2014,10.6,29.1,19.3,23.4,89.0,1.5
1/14/2014,0.0,29.2,20.4,24.1,84.6,2.1
1/15/2014,17.4,32.2,20.4,25.1,83.8,2.3
1/16/2014,0.0,30.8,19.9,25.1,82.2,1.4
1/17/2014,0.0,33.3,22.5,27.2,75.7,1.5
1/18/2014,0.0,34.0,23.8,28.2,76.3,1.4
1/19/2014,0.0,33.8,23.2,28.7,75.0,1.4
1/20/2014,0.0,35.8,24.0,29.2,69.9,1.5
1/21/2014,0.0,35.7,24.3,29.8,63.8,1.6
1/22/2014,0.0,35.7,25.9,30.3,66.9,2.0
1/23/2014,3.2,33.1,25.7,28.9,74.9,2.1
1/24/2014,0.0,34.4,25.0,29.4,70.5,2.3
1/25/2014,37.4,29.1,20.7,24.4,91.7,1.4
1/26/2014,0.0,34.1,22.6,27.7,76.7,1.3
1/27/2014,0.0,34.4,23.3,28.4,70.4,1.5
1/28/2014,0.0,35.3,24.6,29.3,68.8,1.3
1/29/2014,2.6,34.5,22.9,27.7,73.4,1.7
1/30/2014,0.0,34.5,22.0,27.7,70.3,1.7
1/31/2014,25.0,33.8,21.6,27.1,77.4,1.4
2/1/2014,0.0,35.2,23.2,28.6,71.4,1.1
2/2/2014,12.0,37.7,25.1,31.2,57.8,1.9
2/3/2014,0.0,37.0,25.1,30.3,55.9,1.7
2/4/2014,0.0,36.6,23.6,29.6,62.7,1.5
2/5/2014,0.0,36.3,23.7,29.0,69.4,1.3
2/6/2014,0.0,38.5,24.7,30.8,61.6,1.3
2/7/2014,14.2,35.3,22.6,28.2,73.5,1.6
2/8/2014,0.0,38.6,22.3,30.4,62.5,1.0
2/9/2014,7.4,36.1,21.8,29.1,64.4,2.2
2/10/2014,0.2,36.1,21.6,28.4,67.4,1.7
2/11/2014,0.0,36.6,21.7,29.2,64.3,1.6
2/12/2014,17.4,34.5,19.3,28.7,66.0,2.0
2/13/2014,7.8,32.1,21.4,24.9,85.5,1.6
2/14/2014,0.0,29.9,21.7,24.9,86.4,1.1
2/15/2014,0.0,29.4,20.3,24.8,71.4,2.1
2/16/2014,0.0,32.5,19.9,26.4,59.4,2.6
2/17/2014,0.0,34.0,21.5,27.2,57.2,1.9
2/18/2014,0.0,34.7,22.7,28.2,58.8,2.1
2/19/2014,0.0,34.9,22.6,27.5,62.1,2.0
2/20/2014,22.0,28.4,20.8,24.6,84.1,1.8
2/21/2014,0.0,33.1,23.0,27.3,75.6,1.9
2/22/2014,0.6,32.0,22.3,27.0,77.6,1.8
2/23/2014,10.2,32.5,21.8,26.7,82.6,2.0
2/24/2014,0.0,31.2,23.6,27.0,79.8,2.1
2/25/2014,0.0,30.0,23.6,26.3,80.6,2.1
2/26/2014,11.2,31.2,22.8,26.0,86.3,1.8
2/27/2014,0.4,28.1,18.6,23.0,82.1,1.5
2/28/2014,0.0,29.0,15.5,21.8,74.0,0.7
3/1/2014,0.0,30.7,16.2,23.0,66.2,0.8
3/2/2014,0.0,30.4,16.8,23.5,71.0,0.8
3/3/2014,4.8,27.6,20.3,22.3,87.6,1.3
3/4/2014,32.0,29.1,20.9,23.8,90.9,1.1
3/5/2014,0.6,31.1,20.0,24.1,84.9,0.7
3/6/2014,0.0,31.9,19.5,24.9,74.4,0.6
3/7/2014,0.0,32.0,19.1,24.5,71.7,0.7
3/8/2014,0.0,31.8,17.8,24.3,70.1,0.6
3/9/2014,0.0,31.7,18.1,25.0,75.5,1.1
3/10/2014,0.2,27.5,20.9,24.9,79.3,2.0
3/11/2014,0.0,31.2,19.0,24.3,79.6,1.0
3/12/2014,6.2,31.9,20.1,23.8,84.3,1.3
3/13/2014,0.0,31.6,18.7,25.2,76.2,1.4
3/14/2014,0.0,33.5,21.7,27.3,74.1,2.3
3/15/2014,29.8,34.1,21.3,25.4,84.1,2.2
3/16/2014,0.0,33.8,21.8,27.5,77.8,2.2
3/17/2014,4.4,34.9,21.2,26.2,77.9,2.5
3/18/2014,8.4,29.7,20.4,23.4,89.4,1.2
3/19/2014,51.0,29.6,20.7,23.8,92.0,1.9
3/20/2014,69.4,26.2,20.3,23.0,96.2,2.3
3/21/2014,1.2,27.6,20.3,23.1,90.0,1.6
3/22/2014,0.0,26.9,16.4,21.3,80.5,0.8
3/23/2014,0.0,29.0,10.8,19.3,79.2,0.7
3/24/2014,0.0,29.4,17.9,23.3,79.7,1.1
3/25/2014,0.0,29.8,19.3,23.7,77.3,1.0
3/26/2014,0.0,30.1,20.3,24.0,71.3,1.3
3/27/2014,0.0,29.8,20.1,24.5,71.1,1.5
3/28/2014,0.0,31.0,19.8,24.9,79.1,1.1
3/29/2014,0.0,30.6,21.9,26.4,77.1,1.3
3/30/2014,19.2,29.4,20.7,25.6,83.3,3.2
3/31/2014,29.6,29.2,19.3,23.9,87.6,1.5
4/1/2014,0.0,31.2,21.0,25.1,85.0,0.6
4/2/2014,0.0,31.3,20.0,25.0,81.2,0.8
4/3/2014,0.0,30.8,21.6,25.5,73.1,1.6
4/4/2014,0.0,32.1,22.8,26.5,73.5,1.4
4/5/2014,0.0,32.0,22.4,26.2,78.2,1.5
4/6/2014,0.0,32.5,22.3,27.0,79.5,1.3
4/7/2014,0.0,33.3,23.0,27.9,78.3,1.3
4/8/2014,0.0,33.7,24.7,28.4,79.1,1.6
4/9/2014,65.4,30.3,20.5,24.0,91.2,1.9
4/10/2014,0.0,25.7,19.7,23.2,86.8,1.5
4/11/2014,9.6,29.8,22.0,25.3,88.5,2.1
4/12/2014,11.4,25.2,17.5,21.9,89.4,2.3
4/13/2014,0.0,21.2,11.1,17.2,75.4,0.9
4/14/2014,0.0,23.7,8.7,15.8,73.0,0.5
4/15/2014,0.6,26.7,11.6,19.3,82.3,0.9
4/16/2014,0.0,27.2,19.6,22.6,82.6,1.7
4/17/2014,32.0,30.0,18.5,23.9,85.0,1.6
4/18/2014,24.4,22.8,18.6,20.4,93.7,1.6
4/19/2014,30.8,21.2,17.8,19.4,99.0,0.9
4/20/2014,0.0,25.9,17.9,21.2,92.5,0.6
4/21/2014,21.2,25.5,18.0,21.6,95.1,0.7
4/22/2014,0.2,25.6,19.2,22.0,94.5,0.8
4/23/2014,0.0,25.6,17.6,20.0,92.9,0.5
4/24/2014,0.0,26.5,14.4,19.5,85.0,0.5
4/25/2014,0.0,25.6,12.4,17.7,87.2,0.5
4/26/2014,0.0,26.2,13.8,19.2,91.3,0.7
4/27/2014,0.0,27.0,17.9,22.4,78.9,1.4
4/28/2014,0.0,25.9,16.3,20.7,72.4,1.8
4/29/2014,1.0,25.6,17.1,21.0,80.4,1.6
4/30/2014,150.4,23.8,17.6,20.4,89.2,2.7
5/1/2014,0.4,24.3,15.9,18.9,89.4,1.4
5/2/2014,0.0,25.0,14.0,18.9,90.4,1.0
5/3/2014,0.0,29.0,17.8,23.3,81.2,1.5
5/4/2014,0.0,26.7,20.7,23.5,81.7,2.0
5/5/2014,0.0,24.9,20.0,22.6,84.7,1.2
5/6/2014,0.0,28.4,17.9,22.8,85.3,1.0
5/7/2014,0.0,27.9,19.9,23.5,84.6,1.0
5/8/2014,0.2,28.3,18.4,22.5,83.8,0.7
5/9/2014,0.0,24.6,13.5,18.3,83.7,0.4
5/10/2014,0.0,24.6,11.3,17.7,82.8,1.1
5/11/2014,0.0,25.4,16.0,19.8,76.4,1.7
5/12/2014,0.0,26.3,16.3,20.6,79.6,1.4
5/13/2014,0.0,23.4,17.6,20.3,91.3,0.7
5/14/2014,11.2,24.1,17.8,20.7,92.5,1.1
5/15/2014,7.8,24.0,16.4,19.5,93.8,1.0
5/16/2014,0.2,26.9,16.1,20.7,88.9,0.6
5/17/2014,0.0,28.2,16.3,21.0,89.5,0.7
5/18/2014,0.0,27.3,16.5,20.9,90.0,0.7
5/19/2014,0.0,26.8,15.9,20.8,89.5,0.8
5/20/2014,0.0,28.5,16.8,22.2,85.5,1.0
5/21/2014,0.0,26.4,21.0,23.6,72.1,3.2
5/22/2014,13.2,26.6,14.9,21.2,89.3,2.5
5/23/2014,8.4,16.2,11.0,13.0,89.7,1.2
5/24/2014,0.0,16.1,8.6,12.0,86.8,0.7
